Id,source,title,article,page_rank,timestamp
14870,Yahoo,Marine's Family Gets E-Mail Dispute Help (AP),AP - Offers of help have been pouring in for a Michigan family who is trying to persuade online giant Yahoo! to allow them access to the e-mail account a Marine killed in Iraq.,5,0000-00-00 00:00:00
14871,CNET,These pups lick pirates ,MPAA's disc dogs are back in U.S. after sniffing out $6 million worth of bootlegged DVDs in Malaysia.,3,2007-08-30 03:11:43
14872,New,"Facing Free Software, Microsoft Looks to Yahoo",Yahooâs huge user base could provide the audience and the infrastructure for Microsoft to change how it distributes its products and charges for them.,5,2008-02-09 06:25:55
14873,BBC,ADB lowers Asian growth forecast,The Asian Development Bank downgrades 2008 growth forecast for East and Southeast Asian economies.,5,2007-12-13 12:49:44
14874,National,Lastman suffers heart attack,"It is believed Lastman suffered the attack on Thursday, but did not check himself into the hospital until Friday, when doctors operated on a blockage and inserted a stent to keep the affected artery open.",5,0000-00-00 00:00:00
14875,Reuters,Israel Raids Gaza Town Hours After Jerusalem Bomb," GAZA (Reuters) - Israeli troops entered a southern Gaza  town late on Wednesday in what the army called a search for  firing posts used by Palestinian militants, hours after gunmen  launched rockets toward nearby Jewish settlements.",5,0000-00-00 00:00:00
14876,Yahoo,"Clinical Trials Update: July 2, 2007 \
    (HealthDay)\
","HealthDay - (HealthDay News) -- Here are the latest clinical trials, courtesy\
of Thomson CenterWatch:",5,2007-07-03 07:07:14
14877,BBC,BAE fraud case hearing to start,A judicial review into the SFO's decision to end a probe into BAE Systems and Saudi Arabia is due to start.,5,2008-02-14 03:49:03
14878,Yahoo,"Accused Letterman kidnap plotter escapes \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/entertainment/*http://news.yahoo.com/s/ap/20070609/ap_en_tv/letterman_plot_escape""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070609/capt.9a89cc903b0a42e2adfb86697121f7bb.inmates_escape_wxs137.jpg?x=86&y=130&sig=_9ddaxXBgiSp4Psvw1MG.g--"" align=""left"" height=""130"" width=""86"" alt=""In this undated photo released by the Montana Department of Corrections, Kelly Allen Frank is shown. Authorities are searching for two Montana State Prison inmates including Frank who escaped Friday, June 8, 2007,  while working on the prison's ranch. Frank was arrested in 2005 on allegations he was plotting to kidnap talk show host David Letterman's young son and nanny from his Montana home. However, kidnapping-related charges were eventually dropped, and Frank was sentenced to 10 years for overcharging Letterman for painting work.  (AP Photo/Montana Department of Corrections)"" border=""0"" /></a>AP - Two inmates, including one who was once accused of plotting to kidnap David Letterman's son, escaped Friday in a truck while working at a state prison ranch.</p><br clear=""all""/>",5,2007-06-09 08:18:22
14879,RedNova,7-Foot Python Is Found in Toilet Bowl,"SYDNEY, Australia - An Australian wildlife worker pulled a 7-foot python out of a septic tank Wednesday after a plumber found it hiding in a woman's toilet, officials said.",4,2006-12-14 01:44:19
14880,Reuters,"Iran government link to Iraq not clear, says U.S. general","JAKARTA (Reuters) - Iranian weapons found in improvised explosive devices in Iraq and the capture of some Iranians did not by themself implicate Tehran, the head of the U.S. military's joint chiefs of staff said on Tuesday.",5,2007-02-13 17:11:20
14881,RedNova,County Seeking Ideas for Spending Oil Money,"By Karen Nelson, The Sun Herald, Biloxi, Miss.  Sep.",3,2006-09-09 03:43:49
14882,BBC,Migrants' advice packs proposed,"Immigrants should be told not to touch people without permission, spit in the street or play loud music, the government says.",5,2008-02-04 11:27:07
14883,Reuters,FEATURE: 'Sopranos' on Track to Win Elusive Top Emmy," LOS ANGELES (Hollywood Reporter) - In its four seasons of  Primetime Emmy eligibility, HBO's ""The Sopranos"" has won 13  statuettes -- including three apiece for stars James Gandolfini  and Edie Falco.",5,0000-00-00 00:00:00
14884,Yahoo,"Success of 'The Queen' was a 'fluke': Frears \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20070223/wl_uk_afp/afpentertainmentbritain""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20070223/capt.sge.uzx28.230207104840.photo00.photo.default-397x512.jpg?x=100&y=130&sig=UZa4kkpCGW0WrNOzfZ05SQ--"" align=""left"" height=""130"" width=""100"" alt=""Helen Mirren poses with Stephen Frears during a photocall for &quot;The Queen&quot; during the 63rd Venice International Film Festival in September 2006. Frears told the Daily Telegraph that the success of his movie was a fluke. The movie deals with the royal family's response to the death of Princess Diana in 1997.(AFP/File/Alberto Pizzoli)"" border=""0"" /></a>AFP - The success of &quot;The Queen&quot; -- a movie about the royal family's response to the death of Princess Diana in 1997 -- was a &quot;fluke&quot;, according to the film's director Stephen Frears.</p><br clear=""all""/>",5,2007-02-23 14:04:22
14885,Reuters,Branson to launch space tourism,"Entrepreneur and part-time daredevil Richard Branson plans to launch the world&#39;s first passenger service to space in 2007, offering zero-gravity flights for 110,000 pounds.",5,0000-00-00 00:00:00
14886,Yahoo,"Spanish police detain man wanted in Britain for rape of minors \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20070920/wl_uk_afp/spainbritaincrime""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20070920/capt.sge.bjd68.200907110841.photo00.photo.default-512x324.jpg?x=130&y=82&sig=P0YGOiRtm4UKce4VVfarNw--"" align=""left"" height=""82"" width=""130"" alt=""Spanish police officers are seen in Madrid, 2005. Police in Spain said they had detained a 60-year-old British man who is accused of raping three minors and a pregnant woman in Britain in the late 1970s.(AFP/File/Pedro Armestre)"" border=""0"" /></a>AFP - Police in Spain said Thursday they had detained a 60-year-old British man who is accused of raping three minors and a pregnant woman in Britain in the late 1970s.</p><br clear=""all""/>",5,2007-09-20 14:09:21
14887,News,Amber Alert after parents snatch kids at gunpoint,On <a href='http://www.newsisfree.com/sources/info/2315/'>CNN</a>,5,0000-00-00 00:00:00
14888,Reuters,Indonesia Defends Restrictions in Aceh," BANDA ACEH, Indonesia (Reuters) - Indonesia said on  Thursday restrictions on aid workers in Aceh were only for  their own safety and denied the rules would hinder  international relief operations in the province devastated by  last month's tsunami.",5,2005-01-13 11:13:29
14889,Yahoo,"NASA Gives Rocketplane Kistler Termination Notice \
    (SPACE.com)\
","SPACE.com - WASHINGTON -\
NASA formally notified Rocketplane Kistler (RpK) Sept. 7 that it is 30 days\
away from having its Commercial Orbital Transportation Services (COTS)\
agreement terminated for failure to live up to the terms of the deal.",5,2007-09-10 23:38:33
14890,RedNova,Hotsites,"By Habtezghi, Nazenet  TAKE FOUR: MUSIC SITES NOT TO MISS  Myspace.com: With a member community 170 million strong, the site is full of album previews, new singles and music videos for both unsigned and seasoned artists.",4,2007-06-07 18:53:07
14891,RedNova,Utah Politicians Voice Delta Merger Concerns to A.G.,"By Paul Beebe, The Salt Lake Tribune  Dec. 14--Utah House and Senate leaders have sent a letter to U.S.  Attorney General Alberto Gonzales urging him to consider what might happen to  Utah and consumers if US Airways' unsolicited bid for Delta Air Lines is  completed.",3,2006-12-16 02:06:31
14892,Reuters,Bush&#39;s Second-Term Agenda May Widen Partisan Divide,"President Bush, declaring victory in the 2004 election, sketched out a second-term agenda on Wednesday even supporters conceded would be tough to achieve ",5,2004-11-04 04:29:53
14893,New,Walk in park for Yankees,"Drained by a difficult week, the New York Yankees needed an uplifting victory. That's exactly what they got yesterday.",5,2004-09-06 16:06:35
14894,Wireless,PalmOne Debuts Treo 650 Smartphone,"The Treo 650, which builds on the design of the Treo 600, features a 320 x 320 display, non-volatile memory, and a removable battery together with integrated Bluetooth.",5,0000-00-00 00:00:00
14895,BBC,Virgin Atlantic crews to strike,Union members among Virgin Atlantic's cabin crew vote in favour of strike action in the new year.,5,2007-12-20 17:48:27
14896,Reuters,Beckhams' Nativity Scene Attacked in London," LONDON (Reuters) - A protester has attacked a controversial  waxwork nativity scene featuring England soccer captain David  Beckham as Joseph and his pop star wife ""Posh Spice"" Victoria  as the Virgin Mary.",5,2004-12-13 16:01:21
14897,Malaysia,Somali president names prime minister to head reconciliation <b>...</b>,": Somalia&#39;s new president named a prime minister, choosing a member from another of the four largest clans to preside over what is hoped will be a government of reconciliation in the war-ravaged country.",5,0000-00-00 00:00:00
14898,Yahoo,Underwater explorer Cousteau's boat Calypso sold (AFP),"AFP - The ship Calypso, from which Captain Cousteau conducted expeditions made famous in cinema and television documentaries, got a new owner and new lease of life when Loel Guinness sold it for a symbolic one euro.",5,2004-11-30 23:06:37
14899,Reuters,U.S. take on Canada in Gold Cup last four,MIAMI (Reuters) - Gold Cup holders and hosts United States are aiming for their sixth final in the competition when they play North American rivals Canada in the semi-final on Thursday.,5,2007-06-20 22:02:16
14900,Reuters,Flight Attendants Union Head Urges Strike,The president of the Association of Flight Attendants on Tuesday urged union leaders to authorize a nationwide strike and railed against US airlines for slashing flight attendants&#39; pay and benefits.,5,0000-00-00 00:00:00
14901,Guardian,Ethical fashion,"Life & style: Gallery: The best shirts and polo shirts for men, clear conscience guaranteed.",5,2007-06-28 05:21:10
14902,New,Vitale believes win vital,"Boston College forward Jared Dudley has repeatedly stated that the Eagles need to get to 10 wins in the Atlantic Coast Conference to secure an NCAA Tournament berth. That didn't happen last night, as BC fell, 77-72, to North Carolina at Conte Forum.",5,2007-02-18 12:05:43
14903,New,Smith adds Heisman to win streak,NEW YORK -- Winning the Heisman Trophy was easy. The hard part for Troy Smith was staying composed.,5,2006-12-10 12:30:02
14904,BBC,Baseball: Red Sox clinch spot,Boston Red Sox beat Cleveland Indians 11-2 at Fenway Park to advance to the World Series.,5,2007-10-22 11:33:43
14905,BBC,Fears over 'unjust adoption rise',"The number of parents saying children have been unjustly taken for adoption is on the rise, campaigners claim.",5,2007-08-24 14:44:40
14906,New,5200 B.C. Is New Date for Farms in Egypt,"A new discovery may provide insights about the farmers and some answers to the questions of how, why and when Egyptians adopted farming.",5,2008-02-12 05:02:29
14907,New,World Business Briefing | Australia: Trade Deficit Narrowed in January,"The countryâs trade deficit narrowed in January as coal and manufacturing exports rose, signaling that growth may pick up in the Asia-Pacific regionâs fifth-largest economy. The trade shortfall narrowed to 876 million Australian dollars ($677 million) from 1.38 billion Australian dollars in December, the Bureau of Statistics reported. Exports rose 2 percent and imports dropped 1 percent. Total exports climbed to 18.12 billion Australian dollars in January. Farm exports like meat, sugar, wheat and wool declined 1 percent. Shipments of nonrural goods, which include minerals, increased 3 percent. Total imports fell to 18.99 billion Australian dollars from December. Imports of intermediate goods, which include fuel, decreased 1 percent.",5,2007-03-06 06:56:48
14908,RedNova,"Wine, Spirits Meeting to Focus on Regulations","DOVER-FOXCROFT - A Maine Highland Farmers meeting on wine and spirit regulations involving farm production has been rescheduled.  Originally planned for this Wednesday, the meeting has been changed to 7 p.m. Wednesday, Feb. 28, at the Piscataquis County Extension Office.",3,2007-02-20 23:17:44
14909,Reuters,Republican figure pleads guilty in Abramoff probe,WASHINGTON (Reuters) - A Republican activist pleaded guilty on Friday to obstructing Congress and evading taxes in a deal with prosecutors probing the influence-peddling scandal involving former lobbyist Jack Abramoff.,5,2007-06-08 21:09:17
14910,Yahoo,"Putin warns he will point missiles at Europe: paper \
    (Reuters)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/nm/20070603/wl_nm/shield_russia_dc""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20070603/2007_06_03t081131_450x285_us_shield_russia.jpg?x=130&y=82&sig=yGKHAULmMT719hBgAQOhpg--"" align=""left"" height=""82"" width=""130"" alt=""Russian President Vladimir Putin gestures during a news conference in Moscow May 31, 2007. Russia will once again aim its missiles at targets in Europe if U.S. plans to build a missile defense shield near Russia's borders go ahead, President Vladimir Putin was quoted as saying on Sunday. (Alexander Nemenov/Pool/Reuters)"" border=""0"" /></a>Reuters - Russia will once again aim its missiles at \
targets in Europe if U.S. plans to build a missile defense \
shield near Russia&#39;s borders go ahead, President Vladimir Putin \
was quoted as saying on Sunday.</p><br clear=""all""/>",5,2007-06-03 15:22:48
